NacquisitionWindows = 96;
CandidateAcquisitionIdx = [1,2,3,3,4,4,5,9,10,12,13,26,27,28,29,31,32,34,35,39,41,42,44,45,49,50,51,58,60,61,67,70,71,72,75,76,77,78,80,81,82,82,83,83,85,86,86,93,96,99,102,103,108,115,129,130,133,134,135,136,137,140,141,142,143,144,146,147,148,149,151,152,153,156,157,158,159,161,164,165,166,167,168,169,170,171,173,174,175,176,177,179,181,182,183,185];
AcquisitionWindowIdx = [0,1,1,2,1,2,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,2,2,0,0,0,0,0,1,1,1,0,0,1,2,1,2,0,1,2,2,0,0,0,2,1,0,1,1,1,1,1,2,1,0,1,1,1,2,0,1,2,2,0,1,2,0,1,2,1,0,1,1,2,1,2,1,2,1,0,2,1,1,1,0,0,1,1,0];
EarliestStartTime = [13424.613044887781,7429.148830354214,7652.039543509483,13503.17055669427,7649.533510863781,13505.169581055641,7528.963841378689,4844.937811017036,4865.7748429477215,4861.983582884073,4855.6261339485645,4704.774407476187,4788.6657745838165,4775.4300383627415,4858.728574126959,4739.594688504934,4792.1632025539875,4801.394372135401,4698.658080667257,4978.818487852812,4918.579518914223,4898.934373944998,4938.226158946753,4877.411613434553,4931.04512360692,4898.490151196718,4920.881364881992,4900.499905914068,4825.750801205635,4811.358385741711,4827.716810703278,12329.45409682393,12412.676132023335,12337.221326828003,4885.6682995557785,4879.277892172337,4872.726121157408,4882.536800920963,1647.242846339941,7646.588842093945,1749.1825748980045,7710.82940480113,1654.0092440843582,7681.818218231201,1664.184691220522,1703.4316571950912,7722.093712776899,4590.4061569571495,4587.925421208143,4624.976300179958,4591.148613840342,4628.9254059791565,3410.336398333311,3450.17863458395,3580.1636739969254,3506.6591270267963,4620.688355773687,4672.727276355028,4620.114549636841,4612.590554058552,4621.428420871496,4549.870764523745,4579.651294142008,4616.932826012373,4665.633833646774,4661.818989008665,4614.46666046977,4672.6289930045605,4660.04102575779,4617.198433995247,4578.080249637365,4667.931859910488,4666.786540329456,4563.6119167506695,4614.639373660088,4642.053371310234,4660.336322069168,4648.803713709116,4848.919814437628,4896.429567933083,4905.34776315093,4822.184517234564,4802.312840908766,4826.396558195353,4847.472651720047,4827.0121383965015,4834.417942374945,4873.623786538839,4804.641000151634,4818.496827304363,4825.983364999294,4806.871058285236,4842.2634880542755,4828.621476083994,4814.954544812441,4803.110290974379];
LatestStartTime = [13886.16197758913,7853.144162803888,8018.750124394894,13876.97950720787,8020.083936393261,13875.06065288186,7965.32748657465,5155.358926177025,5156.349048674107,5164.143614143133,5157.953227519989,5112.862292468548,5182.8077874183655,5063.294064998627,5046.393734157085,5159.539830505848,4974.12123632431,5149.98573872447,5072.965248078108,5110.042414546013,5116.308112710714,5125.534183293581,5047.630828052759,5036.001731395721,5053.240495324135,5116.537318468094,5043.5412611067295,5110.566840946674,5288.86745968461,5291.088796377182,4985.073939651251,12737.456144034863,12706.538358777761,12735.623522222042,5178.739336758852,5152.820930689573,5176.382469624281,5178.941661387682,2087.6298701167107,7829.2964380681515,2206.4020734727383,7993.880435377359,2104.4418230950832,7823.918759196997,2134.680262476206,2166.585858374834,7903.846102148294,5069.086347073317,5066.647621899843,5103.828897148371,5069.784300416708,5107.590537935495,3775.4674388468266,3697.5310952961445,3749.366750508547,3622.5134954452515,5066.206270724535,5028.49327608943,5065.846742928028,5074.56122007966,5066.796304643154,5019.58200776577,5001.2844550311565,5065.682189047337,5028.706130504608,5139.879880875349,5064.873226284981,5098.993951499462,5138.723891943693,5068.772459477186,5029.211161196232,5032.005268365145,5115.629303276539,5031.830667346716,5025.173181712627,5121.597734510899,5097.911097198725,5064.4292932748795,5028.546088755131,4994.900442272425,5327.11698487401,5209.52073314786,5239.973917037249,5214.260191082954,5307.419814378023,5248.183534324169,5218.005460262299,5318.342191129923,5214.441455930471,5220.350535422564,5254.931979686022,5210.2672790288925,5267.07332777977,5236.537701755762,5224.149535536766,5218.649339109659];
Duration = [7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087,7.399485902854087];
TransitionTimes = [
	[0.0,37.215200610517066,42.21881575073078,10.163509621440635,42.05978680601916,10.321669754698446,36.42027807244422,44.15604714873639,44.49722685090028,44.31411920681176,44.30536372942457,40.49823005302315,41.590577227167294,44.46103263815273,45.512009291699975,39.832321542513405,45.53021393386955,43.258604062350294,42.19594626411478,45.81561856572736,45.46336101418506,45.23806177853758,45.88560643000007,45.68058094357359,45.84246551280451,45.30820654914327,45.83960989047846,45.37035391530966,35.497252905286544,31.031828446869234,45.67717510887401,39.85344860337747,44.24728697582387,40.55065945022971,44.47685734787665,44.73943641133162,44.29971259400525,44.42386018327811,36.341251937168515,13.471624681934651,34.88194815401523,12.546775323824152,34.77907688627319,13.690246061877485,29.773619001752163,32.896432164609585,13.493339431971494,20.561625418820544,20.04003834334888,23.85097853760711,20.773021409474943,24.33525758629779,42.069263980633096,44.81251122568157,45.50579353972704,45.785198590270625,36.073210478215266,42.803467203557865,36.03147152851764,32.32499598610814,36.106039233416894,27.203351515323178,38.74483763728439,35.47057204044723,42.5391887612786,26.71869589535492,35.12839186126835,38.89514519428647,26.182817901926647,34.936346289040316,34.477848369506944,42.508552794006704,36.051484104867356,28.582429212271062,39.90051079913457,24.360485044264752,37.5919942551461,39.684151748068494,45.559124523860284,45.9141584942936,40.47915080003746,41.99570358061226,38.66930846448743,41.98505812937479,36.27736359123376,40.17684665958879,42.18173306183181,38.437749051436676,40.81291908356004,41.30536850511233,39.58857918818181,41.18313573985788,39.98938171179273,41.014274407115764,40.88912589427824,40.448969993109046],
	[37.215200610517066,0.0,5.003615140213721,47.3787102319577,4.844586195502099,47.536870365215506,0.7949225380728461,6.940846538219331,7.282026240383223,7.098918596294701,7.090163118907508,3.2830294425060864,4.3753766166502315,7.245832027635664,8.296808681182911,2.6171209319963396,8.315013323352483,6.0434034518332345,4.980745653597721,8.6004179552103,8.248160403668,8.02286116802051,8.670405819482998,8.465380333056531,8.627264902287449,8.093005938626213,8.6244092799614,8.155153304792595,1.7179477052305188,6.1833721636478245,8.461974498356948,2.6382479928604097,7.032086365306812,3.3354588397126497,7.261656737359591,7.5242358008145604,7.084511983488184,7.208659572761042,0.8739486733485431,50.686825292451715,2.3332524565018304,49.76197593434121,2.436123724243879,50.90544667239455,7.441581608764897,4.318768445907478,50.70854004248856,16.65357519169652,17.175162267168183,13.364222072909957,16.442179201042123,12.879943024219273,4.854063370116031,7.5973106151645,8.290592929209978,8.569997979753568,1.1419901323017927,5.588266593040803,1.1837290819994188,4.890204624408922,1.1091613771001734,10.011849095193885,1.529637026767328,1.744628570069827,5.323988150761538,10.496504715162143,2.0868087492487173,1.6799445837694116,11.032382708590417,2.278854321476745,2.7373522410101168,5.293352183489643,1.1637165056497039,8.632771398246003,2.685310188617512,12.854715566252308,0.3767936446290364,2.468951137551435,8.343923913343222,8.698957883776535,3.263950189520395,4.780502970095194,1.454107853970368,4.769857518857727,0.9378370192833042,2.9616460490717267,4.966532451314744,1.2225484409196141,3.5977184730429808,4.090167894595269,2.3733785776647456,3.9679351293408223,2.774181101275669,3.7990737965987047,3.673925283761171,3.2337693825919804],
	[42.21881575073078,5.003615140213721,0.0,52.382325372171415,0.15902894471162202,52.54048550542923,5.798537678286566,1.9372313980056108,2.278411100169502,2.095303456080981,2.0865479786937877,1.720585697707634,0.6282385235634886,2.242216887421943,3.2931935409691917,2.3864942082173806,3.311398183138763,1.0397883116195143,0.02286948661599981,3.5968028149965807,3.244545263454281,3.01924602780679,3.666790679269278,3.4617651928428113,3.6236497620737276,3.0893907984124924,3.62079413974768,3.151538164578875,6.7215628454442395,11.186987303861544,3.4583593581432277,2.365367147353311,2.0284712250930914,1.6681563005010707,2.25804159714587,2.52062066060084,2.080896843274464,2.2050444325473215,5.877563813562263,55.69044043266544,7.3368675967155506,54.76559107455493,7.439738864457599,55.90906181260827,12.445196748978617,9.322383586121198,55.712155182702276,21.657190331910236,22.1787774073819,18.367837213123675,21.44579434125584,17.883558164432994,0.14955177009768908,2.59369547495078,3.2869777889962575,3.566382839539848,6.145605272515513,0.5846514528270826,6.187344222213139,9.893819764622641,6.112776517313894,15.015464235407608,3.473978113446392,6.748243710283547,0.320373010547818,15.500119855375862,7.090423889462437,3.3236705564443088,16.035997848804136,7.282469461690466,7.740967381223837,0.28973704327592265,6.167331645863424,13.636386538459723,2.3183049515962084,17.858330706466027,4.626821495584684,2.5346640026622853,3.340308773129501,3.6953427435628146,1.7396649506933255,0.22311217011852694,3.5495072862433523,0.23375762135599368,5.941452159497024,2.041969091141994,0.03708268889897643,3.781066699294106,1.4058966671707398,0.9134472456184511,2.6302365625489745,1.0356800108728983,2.2294340389380514,1.2045413436150156,1.329689856452549,1.7698457576217401],
	[10.163509621440635,47.3787102319577,52.382325372171415,0.0,52.22329642745979,0.15816013325780953,46.58378769388485,54.31955677017703,54.66073647234092,54.4776288282524,54.46887335086521,50.66173967446378,51.754086848607926,54.62454225959336,55.67551891314061,49.995831163954044,55.69372355531018,53.42211368379093,52.35945588555542,55.979128187168,55.6268706356257,55.40157139997821,56.0491160514407,55.84409056501423,56.00597513424515,55.47171617058391,56.003119511919095,55.533863536750296,45.660762526727176,41.19533806830987,55.84068473031465,50.016958224818104,54.41079659726451,50.71416907167035,54.64036696931729,54.902946032772256,54.46322221544588,54.58736980471874,46.504761558609154,3.308115060494016,45.045457775455866,2.3832657023835164,44.94258650771382,3.526736440436849,39.937128623192805,43.059941786050224,3.3298298105308577,30.725135040261183,30.203547964789518,34.01448815904774,30.936531030915578,34.498767207738425,52.23277360207373,54.9760208471222,55.669303161167676,55.94870821171126,46.236720099655905,52.966976824998504,46.19498114995828,42.488505607548774,46.269548854857526,37.366861136763816,48.90834725872503,45.63408166188787,52.702698382719234,36.88220551679556,45.29190148270899,49.05865481572711,36.34632752336728,45.099855910480954,44.641357990947576,52.672062415447336,46.214993726307995,38.74593883371169,50.06402042057521,34.523994665705395,47.75550387658673,49.84766136950913,55.72263414530092,56.077668115734234,50.64266042147809,52.1592132020529,48.83281808592807,52.148567750815424,46.4408732126744,50.34035628102943,52.345242683272446,48.601258672877314,50.97642870500068,51.468878126552966,49.75208880962244,51.34664536129852,50.15289133323337,51.17778402855641,51.05263551571887,50.61247961454968],
	[42.05978680601916,4.844586195502099,0.15902894471162202,52.22329642745979,0.0,52.38145656071761,5.639508733574944,2.096260342717233,2.437440044881124,2.254332400792603,2.2455769234054097,1.561556752996012,0.4692095788518666,2.401245832133565,3.4522224856808137,2.2274652635057586,3.470427127850385,1.1988172563311363,0.1361594580956222,3.7558317597082027,3.403574208165903,3.178274972518412,3.8258196239809,3.6207941375544332,3.7826787067853496,3.2484197431241144,3.779823084459302,3.310567109290497,6.5625339007326176,11.027958359149922,3.6173883028548497,2.206338202641689,2.1875001698047134,1.5091273557894485,2.417070541857492,2.679649605312462,2.239925787986086,2.3640733772589435,5.718534868850641,55.53141148795382,7.177838652003929,54.60656212984331,7.280709919745977,55.75003286789665,12.286167804266995,9.163354641409576,55.553126237990654,21.498161387198614,22.01974846267028,18.208808268412053,21.28676539654422,17.724529219721372,0.009477174613932946,2.752724419662402,3.4460067337078795,3.72541178425147,5.986576327803891,0.7436803975387046,6.028315277501517,9.73479081991102,5.953747572602272,14.856435290695984,3.31494916873477,6.589214765571925,0.47940195525944007,15.34109091066424,6.931394944750815,3.1646416117326868,15.876968904092514,7.123440516978843,7.581938436512215,0.4487659879875447,6.008302701151802,13.477357593748101,2.1592760068845864,17.699301761754406,4.467792550873062,2.3756350579506633,3.499337717841123,3.8543716882744365,1.5806360059817033,0.06408322540690493,3.3904783415317303,0.07472867664437166,5.782423214785402,1.8829401464303717,0.12194625581264558,3.6220377545824842,1.2468677224591178,0.7544183009068292,2.4712076178373525,0.8766510661612763,2.070405094226429,1.0455123989033936,1.170660911740927,1.6108168129101181],
	[10.321669754698446,47.536870365215506,52.54048550542923,0.15816013325780953,52.38145656071761,0.0,46.74194782714267,54.47771690343484,54.81889660559873,54.635788961510215,54.62703348412301,50.8198998077216,51.91224698186574,54.78270239285117,55.83367904639842,50.153991297211846,55.851883688567995,53.58027381704875,52.51761601881323,56.13728832042581,55.78503076888351,55.55973153323602,56.20727618469851,56.00225069827204,56.16413526750296,55.62987630384172,56.16127964517691,55.692023670008105,45.81892265998499,41.35349820156768,55.99884486357246,50.17511835807592,54.568956730522316,50.87232920492816,54.7985271025751,55.061106166030065,54.62138234870369,54.74552993797655,46.66292169186696,3.1499549272362066,45.203617908713674,2.2251055691257067,45.10074664097163,3.368576307179039,40.095288756450614,43.218101919308026,3.171669677273048,30.88329517351899,30.361708098047327,34.17264829230555,31.094691164173387,34.65692734099623,52.390933735331544,55.13418098038001,55.827463294425485,56.10686834496908,46.394880232913714,53.12513695825631,46.35314128321608,42.64666574080659,46.427708988115334,37.525021270021625,49.06650739198284,45.79224179514568,52.86085851597705,37.04036565005337,45.45006161596679,49.21681494898492,36.504487656625095,45.258016043738756,44.79951812420539,52.83022254870515,46.37315385956581,38.90409896696951,50.22218055383302,34.6821547989632,47.913664009844545,50.00582150276694,55.88079427855873,56.23582824899204,50.8008205547359,52.3173733353107,48.99097821918588,52.30672788407324,46.599033345932206,50.49851641428723,52.50340281653025,48.75941880613512,51.134588838258495,51.627038259810774,49.91024894288026,51.50480549455633,50.31105146649117,51.33594416181421,51.210795648976685,50.77063974780749],
	[36.42027807244422,0.7949225380728461,5.798537678286566,46.58378769388485,5.639508733574944,46.74194782714267,0.0,7.735769076292177,8.07694877845607,7.893841134367547,7.885085656980354,4.077951980578932,5.170299154723078,8.040754565708509,9.091731219255758,3.412043470069186,9.10993586142533,6.838325989906081,5.775668191670567,9.395340493283147,9.043082941740847,8.817783706093357,9.465328357555844,9.260302871129378,9.422187440360293,8.88792847669906,9.419331818034246,8.950075842865441,0.9230251671576727,5.388449625574978,9.256897036429795,3.4331705309332556,7.8270089033796575,4.130381377785496,8.056579275432437,8.319158338887407,7.879434521561031,8.003582110833888,0.07902613527569705,49.89190275437887,1.5383299184289845,48.96705339626837,1.641201186171033,50.11052413432171,6.646659070692051,3.523845907834632,49.913617504415704,15.858652653623672,16.380239729095337,12.56929953483711,15.647256662969275,12.085020486146426,5.648985908188878,8.392233153237346,9.085515467282823,9.364920517826414,0.3470675942289467,6.383189131113649,0.38880654392657277,4.095282086336075,0.3142388390273274,9.216926557121038,2.324559564840174,0.949706031996981,6.118910688834385,9.701582177089296,1.2918862111758713,2.4748671218422573,10.23746017051757,1.4839317834038994,1.9424297029372708,6.088274721562489,0.3687939675768578,7.837848860173157,3.480232726690358,12.059793028179463,1.1717161827018825,3.2638736756242808,9.138846451416068,9.493880421849381,4.058872727593241,5.575425508168039,2.2490303920432138,5.564780056930573,0.1429144812104582,3.7565685871445726,5.76145498938759,2.0174709789924603,4.392641011115827,4.8850904326681155,3.168301115737592,4.762857667413668,3.569103639348515,4.593996334671551,4.468847821834017,4.028691920664826],
	[44.15604714873639,6.940846538219331,1.9372313980056108,54.31955677017703,2.096260342717233,54.47771690343484,7.735769076292177,0.0,0.34117970216389143,0.15807205807537006,0.14931658068817666,3.657817095713245,2.5654699215690995,0.3049854894163322,1.3559621429635806,4.323725606222991,1.374166785133152,0.8974430863860966,1.9601008846216106,1.6595714169909699,1.3073138654486705,1.082014629801179,1.7295592812636669,1.5245337948372002,1.6864183640681165,1.1521594004068814,1.683562741742069,1.2143067665732643,8.65879424344985,13.124218701867155,1.521127960137617,4.302598545358921,0.09123982708748062,3.6053876985066813,0.32081019914025904,0.583389262595229,0.14366544526885328,0.26781303454171085,7.8147952115678745,57.62767183067104,9.274098994721161,56.70282247256055,9.37697026246321,57.84629321061387,14.38242814698423,11.25961498412681,57.64938658070789,23.594421729915847,24.116008805387512,20.305068611129286,23.383025739261452,19.820789562438602,2.0867831681033,0.6564640769451691,1.3497463909906466,1.629151441534237,8.082836670521123,1.3525799451785283,8.12457562021875,11.831051162628253,8.050007915319505,16.952695633413217,5.411209511452003,8.685475108289157,1.6168583874577929,17.437351253381472,9.027655287468049,5.26090195444992,17.973229246809748,9.219700859696077,9.678198779229447,1.6474943547296883,8.104563043869035,15.573617936465332,4.255536349601819,19.79556210447164,6.564052893590294,4.471895400667896,1.40307737512389,1.7581113455572035,3.676896348698936,2.1603435681241376,5.486738684248963,2.1709890193616044,7.878683557502636,3.9792004891476047,1.9743140869045872,5.7182980972997175,3.3431280651763506,2.850678643624062,4.567467960554586,2.972911408878509,4.166665436943662,3.1417727416206267,3.26692125445816,3.707077155627351],
	[44.49722685090028,7.282026240383223,2.278411100169502,54.66073647234092,2.437440044881124,54.81889660559873,8.07694877845607,0.34117970216389143,0.0,0.18310764408852134,0.19186312147571477,3.9989967978771364,2.906649623732991,0.036194212747559226,1.0147824407996893,4.664905308386883,1.0329870829692605,1.238622788549988,2.301280586785502,1.3183917148270785,0.966134163284779,0.7408349276372876,1.3883795790997755,1.1833540926733088,1.3452386619042251,0.81097969824299,1.3423830395781777,0.8731270644093728,8.99997394561374,13.465398404031047,1.1799482579737255,4.643778247522813,0.2499398750764108,3.9465674006705727,0.02036950302363236,0.24220956043133762,0.19751425689503815,0.07336666762218058,8.155974913731766,57.96885153283493,9.615278696885053,57.04400217472444,9.718149964627102,58.187472912777764,14.723607849148122,11.600794686290701,57.99056628287178,23.93560143207974,24.457188507551404,20.646248313293178,23.724205441425344,20.161969264602494,2.427962870267191,0.3152843747812776,1.0085666888267553,1.2879717393703454,8.424016372685015,1.6937596473424197,8.465755322382641,12.172230864792144,8.391187617483396,17.29387533557711,5.752389213615895,9.02665481045305,1.9580380896216842,17.778530955545364,9.36883498963194,5.602081656613811,18.31440894897364,9.560880561859967,10.019378481393339,1.9886740568935797,8.445742746032927,15.914797638629224,4.596716051765711,20.13674180663553,6.905232595754186,4.813075102831788,1.0618976729599987,1.4169316433933121,4.0180760508628275,2.501523270288029,5.827918386412855,2.5121687215254958,8.219863259666527,4.320380191311496,2.3154937890684786,6.059477799463608,3.684307767340242,3.1918583457879532,4.908647662718477,3.3140911110424005,4.507845139107554,3.482952443784518,3.608100956622051,4.048256857791243],
	[44.31411920681176,7.098918596294701,2.095303456080981,54.4776288282524,2.254332400792603,54.635788961510215,7.893841134367547,0.15807205807537006,0.18310764408852134,0.0,0.008755477387193417,3.815889153788615,2.7235419796444695,0.14691343134096213,1.1978900848882106,4.4817976642983615,1.216094727057782,1.0555151444614665,2.118172942696981,1.5014993589155998,1.1492418073733004,0.923942571725809,1.5714872231882968,1.3664617367618301,1.5283463059927465,0.9940873423315114,1.525490683666699,1.0562347084978942,8.81686630152522,13.282290759942525,1.363055902062247,4.460670603434292,0.06683223098788944,3.7634597565820513,0.16273814106488899,0.425317204519859,0.014406612806516794,0.10974097646634078,7.9728672696432445,57.78574388874642,9.432171052796532,56.86089453063592,9.53504232053858,58.00436526868925,14.540500205059601,11.417687042202179,57.80745863878325,23.75249378799122,24.27408086346288,20.463140669204655,23.54109779733682,19.978861620513975,2.24485522617867,0.49839201886979895,1.1916743329152766,1.4710793834588667,8.240908728596494,1.5106520032538984,8.28264767829412,11.989123220703624,8.208079973394875,17.110767691488586,5.569281569527373,8.843547166364528,1.774930445533163,17.595423311456845,9.185727345543418,5.41897401252529,18.131301304885117,9.377772917771447,9.836270837304818,1.8055664128050584,8.262635101944404,15.731689994540703,4.413608407677189,19.953634162547008,6.7221249516656645,4.629967458743266,1.24500531704852,1.6000392874818334,3.834968406774306,2.3184156261995077,5.644810742324333,2.3290610774369744,8.036755615578006,4.137272547222975,2.1323861449799573,5.876370155375088,3.5012001232517207,3.008750701699432,4.725540018629956,3.130983466953879,4.324737495019032,3.2998447996959968,3.42499331253353,3.865149213702721],
